2020-10-25 18:06:22.605967,,,,0.24,,,,
2020-10-25 18:06:23.506215,,,,0.24,58.50830078125,32.29827880859375,,
2020-10-25 18:06:24.765644,,,,0.24,58.50830078125,32.2882080078125,1003.73,33.09
2020-10-25 18:06:26.070387,,,,0.24,58.50830078125,32.2882080078125,1003.71,33.17
2020-10-25 18:06:27.378076,,,,0.24,58.50830078125,32.2882080078125,1003.73,33.21
2020-10-25 18:06:28.590742,,,,0.24,58.50830078125,32.2882080078125,1003.67,33.3
2020-10-25 18:06:29.715632,,,,0.24,58.50830078125,32.29827880859375,1003.65,33.35
2020-10-25 18:06:31.020585,,,,0.24,58.50830078125,32.29827880859375,1003.71,33.45
2020-10-25 18:06:32.326135,,,,0.24,58.50830078125,32.29827880859375,1003.71,33.58
2020-10-25 18:06:32.460884,,,,11.33,58.50830078125,32.29827880859375,1003.71,33.58
2020-10-25 18:06:32.552092,"(0.16015625, 0.04345703125, -1.98583984375)",,,11.33,58.50830078125,32.29827880859375,1003.71,33.58
2020-10-25 18:06:32.552430,"(0.16015625, 0.04345703125, -1.98583984375)",,"(-1.06048583984375, 0.92315673828125, -1.007080078125)",11.33,58.50830078125,32.29827880859375,1003.71,33.58
2020-10-25 18:06:32.552827,"(0.16015625, 0.04345703125, -1.98583984375)","(14.394139194139193, -16.343345543345542, -27.13894993894994)","(-1.06048583984375, 0.92315673828125, -1.007080078125)",11.33,58.50830078125,32.29827880859375,1003.71,33.58
2020-10-25 18:06:32.871233,"(0.158203125, 0.046875, -1.98583984375)","(14.394139194139193, -16.343345543345542, -27.13894993894994)","(-1.06048583984375, 0.92315673828125, -1.007080078125)",11.33,58.50830078125,32.29827880859375,1003.7,33.49
2020-10-25 18:06:32.871580,"(0.158203125, 0.046875, -1.98583984375)","(14.394139194139193, -16.343345543345542, -27.13894993894994)","(-0.67901611328125, 1.13677978515625, -0.8697509765625)",11.33,58.50830078125,32.29827880859375,1003.7,33.49
2020-10-25 18:06:32.871954,"(0.158203125, 0.046875, -1.98583984375)","(16.943101343101343, -16.943101343101343, -28.188522588522588)","(-0.67901611328125, 1.13677978515625, -0.8697509765625)",11.33,58.50830078125,32.29827880859375,1003.7,33.49
2020-10-25 18:06:33.003143,"(0.158203125, 0.046875, -1.98583984375)","(16.943101343101343, -16.943101343101343, -28.188522588522588)","(-0.67901611328125, 1.13677978515625, -0.8697509765625)",48.02,58.50830078125,32.29827880859375,1003.7,33.49
2020-10-25 18:06:33.316355,"(0.158203125, 0.046875, -1.98583984375)","(16.943101343101343, -16.943101343101343, -28.188522588522588)","(-0.67901611328125, 1.13677978515625, -0.8697509765625)",48.02,58.41064453125,32.308349609375,1003.7,33.49
2020-10-25 18:06:33.811552,"(0.158203125, 0.046875, -1.98583984375)","(16.943101343101343, -16.943101343101343, -28.188522588522588)","(-0.67901611328125, 1.13677978515625, -0.8697509765625)",47.94,58.41064453125,32.308349609375,1003.74,33.5
2020-10-25 18:06:33.857077,"(0.1474609375, 0.046875, -1.98388671875)","(16.943101343101343, -16.943101343101343, -28.188522588522588)","(-0.67901611328125, 1.13677978515625, -0.8697509765625)",47.94,58.41064453125,32.308349609375,1003.74,33.5
2020-10-25 18:06:33.857356,"(0.1474609375, 0.046875, -1.98388671875)","(16.943101343101343, -16.943101343101343, -28.188522588522588)","(-0.54931640625, 1.07574462890625, -1.02996826171875)",47.94,58.41064453125,32.308349609375,1003.74,33.5
2020-10-25 18:06:33.857535,"(0.1474609375, 0.046875, -1.98388671875)","(14.694017094017093, -17.093040293040293, -28.93821733821734)","(-0.54931640625, 1.07574462890625, -1.02996826171875)",47.94,58.41064453125,32.308349609375,1003.74,33.5
2020-10-25 18:06:34.306251,"(0.1474609375, 0.046875, -1.98388671875)","(14.694017094017093, -17.093040293040293, -28.93821733821734)","(-0.54931640625, 1.07574462890625, -1.02996826171875)",47.94,58.41064453125,32.308349609375,1003.74,33.5
2020-10-25 18:06:34.576091,"(0.1474609375, 0.046875, -1.98388671875)","(14.694017094017093, -17.093040293040293, -28.93821733821734)","(-0.54931640625, 1.07574462890625, -1.02996826171875)",47.86,58.41064453125,32.308349609375,1003.74,33.5
